claim_id,policy_number,claimant_id,claimant_name,claim_type,estimated_damage,amount_paid,claim_date,incident_date,settlement_date,status,location,state,description,police_report,photos_provided,witness_statements,vehicle_vin,vehicle_make,vehicle_model,vehicle_year,license_plate,fraud_flag
CLM-2026-009501,POL-2023-105,CLM-1619,Sandra Lee,Fire Damage,89911.14,64374.61,2023-10-08,2023-09-26,2023-11-17,APPROVED,"AZ City, AZ",AZ,Fire Damage incident reported at AZ City. Minor damage reported.,True,False,0,,,,,,False
CLM-2026-009502,POL-2024-795,CLM-1279,Joseph Martin,Hail Damage,1260.62,,2024-11-10,2024-10-29,,DENIED,"Naperville, IL",IL,Hail Damage incident reported at Naperville. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-009503,POL-2024-118,CLM-1630,Jessica Robinson,Comprehensive,2952.59,2780.26,2023-05-28,2023-05-27,2023-07-05,APPROVED,"Charlotte, NC",NC,Comprehensive incident reported at Charlotte. Multiple vehicles involved.,False,True,2,,,,,,False
CLM-2026-009504,POL-2021-585,CLM-1254,Lisa Rodriguez,Liability,89708.72,89160.76,2023-04-14,2023-04-07,2023-04-30,APPROVED,"Savannah, GA",GA,Liability incident reported at Savannah. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-009505,POL-2020-963,CLM-211,Nancy Hernandez,Fire Damage,178418.66,,2025-10-03,2025-10-03,,PENDING,"AZ City, AZ",AZ,Fire Damage incident reported at AZ City. Multiple vehicles involved.,True,True,0,,,,,,True
CLM-2026-009506,POL-2020-544,CLM-1831,Sarah Davis,Property Damage,25252.39,,2025-04-02,2025-03-31,,DENIED,"MN City, MN",MN,Property Damage incident reported at MN City. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-009507,POL-2024-885,CLM-1458,Barbara Harris,Auto Theft,8261.07,5914.96,2024-07-05,2024-06-24,2024-09-20,SETTLED,"Houston, TX",TX,Auto Theft incident reported at Houston. Parking lot incident.,False,True,1,66AXWMLZ2R7PSDWAV,Ford,Focus,2022.0,QGW340,False
CLM-2026-009508,POL-2024-493,CLM-1354,Nancy Lee,Auto Theft,35846.52,34792.29,2025-06-06,2025-06-05,2025-08-30,CLOSED,"Augusta, GA",GA,Auto Theft incident reported at Augusta. Single vehicle incident.,True,True,1,XFXNU5GLZ0BFZ14JB,Honda,Civic,2022.0,SPP387,False
CLM-2026-009509,POL-2023-365,CLM-612,Anthony White,Water Damage,23973.52,18799.81,2024-01-16,2024-01-06,2024-03-02,APPROVED,"NJ City, NJ",NJ,Water Damage incident reported at NJ City. Parking lot incident.,True,False,2,,,,,,False
CLM-2026-009510,POL-2021-151,CLM-520,Jessica Smith,Comprehensive,2531.0,1946.37,2025-04-08,2025-03-26,2025-05-03,SETTLED,"Allentown, PA",PA,Comprehensive incident reported at Allentown. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-009511,POL-2024-693,CLM-1529,Lisa Taylor,Auto Accident,22972.02,22039.46,2023-03-23,2023-03-15,2023-05-22,APPROVED,"Pittsburgh, PA",PA,Auto Accident incident reported at Pittsburgh. Minor damage reported.,True,True,0,0RL5Z9B84SV5FEULB,Ford,Escape,2021.0,IOJ661,False
CLM-2026-009512,POL-2023-675,CLM-1350,Michael Thompson,Auto Collision,18169.46,,2025-03-23,2025-03-10,,PENDING,"Dallas, TX",TX,Auto Collision incident reported at Dallas. Weather-related incident.,False,True,1,R5RVE623M3REUN1VN,BMW,X5,2018.0,XHH433,False
CLM-2026-009513,POL-2021-413,CLM-1689,Elizabeth Jones,Auto Theft,39012.89,38462.73,2024-04-22,2024-04-14,2024-05-18,CLOSED,"MD City, MD",MD,Auto Theft incident reported at MD City. Significant damage to vehicle.,True,True,2,SR0CTTRE37LX7LRJ8,Honda,Accord,2025.0,GSG479,False
CLM-2026-009514,POL-2022-483,CLM-1151,Lisa Brown,Ruitschade,1048.74,1010.28,2025-07-31,2025-07-21,2025-08-11,APPROVED,"OR City, OR",OR,Ruitschade incident reported at OR City. Multiple vehicles involved.,False,False,1,,,,,,False
CLM-2026-009515,POL-2023-500,CLM-037,Margaret Hernandez,Auto Collision,15447.56,11713.88,2023-01-14,2023-01-09,2023-03-14,APPROVED,"Joliet, IL",IL,Auto Collision incident reported at Joliet. Minor damage reported.,False,True,2,DJXCBGUS9GD58G91G,Toyota,RAV4,2019.0,ITW994,False
CLM-2026-009516,POL-2021-374,CLM-1227,Karen Clark,Medical,40028.14,29982.9,2023-02-28,2023-02-15,2023-03-20,CLOSED,"MO City, MO",MO,Medical incident reported at MO City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-009517,POL-2024-919,CLM-049,Susan Clark,Water Damage,12521.73,11270.29,2024-09-11,2024-08-31,2024-11-23,APPROVED,"TN City, TN",TN,Water Damage incident reported at TN City. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-009518,POL-2025-537,CLM-1775,Patricia Brown,Liability,29127.74,22125.71,2025-07-05,2025-07-05,2025-08-26,APPROVED,"AL City, AL",AL,Liability incident reported at AL City. Weather-related incident.,True,True,2,,,,,,False
CLM-2026-009519,POL-2020-352,CLM-370,Elizabeth Lopez,Hail Damage,2069.35,1505.89,2023-06-19,2023-06-11,2023-08-30,APPROVED,"LA City, LA",LA,Hail Damage incident reported at LA City. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-009520,POL-2024-356,CLM-901,Betty Davis,Property Damage,28718.75,22611.27,2024-04-07,2024-03-30,2024-05-21,APPROVED,"AL City, AL",AL,Property Damage incident reported at AL City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-009521,POL-2020-612,CLM-554,Elizabeth Gonzalez,Personal Injury,121194.02,,2024-02-06,2024-01-25,,UNDER_REVIEW,"AZ City, AZ",AZ,Personal Injury incident reported at AZ City. Significant damage to vehicle.,False,True,0,,,,,,False
CLM-2026-009522,POL-2025-608,CLM-375,Jessica Lopez,Property Damage,44902.77,,2023-04-01,2023-03-28,,PENDING,"SC City, SC",SC,Property Damage incident reported at SC City. Parking lot incident.,True,True,0,,,,,,False
CLM-2026-009523,POL-2022-447,CLM-1021,Margaret Williams,Hail Damage,5881.83,,2025-09-03,2025-08-27,,DENIED,"MD City, MD",MD,Hail Damage incident reported at MD City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-009524,POL-2022-723,CLM-536,Christopher Gonzalez,Fire Damage,48092.99,33968.09,2023-05-28,2023-05-19,2023-06-07,APPROVED,"Syracuse, NY",NY,Fire Damage incident reported at Syracuse. Multiple vehicles involved.,True,False,2,,,,,,False
CLM-2026-009525,POL-2024-917,CLM-477,Barbara Hernandez,Water Damage,8500.05,6109.42,2025-08-31,2025-08-25,2025-10-25,APPROVED,"Chicago, IL",IL,Water Damage incident reported at Chicago. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-009526,POL-2022-521,CLM-1359,Barbara Jackson,Property Theft,9389.62,,2023-07-13,2023-07-07,,DENIED,"LA City, LA",LA,Property Theft incident reported at LA City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-009527,POL-2025-623,CLM-902,Lisa Brown,Liability,46462.63,,2024-02-01,2024-01-28,,DENIED,"VA City, VA",VA,Liability incident reported at VA City. Significant damage to vehicle.,True,True,2,,,,,,False
CLM-2026-009528,POL-2021-503,CLM-052,Betty Rodriguez,Property Damage,33967.64,27722.22,2024-04-18,2024-04-14,2024-06-24,CLOSED,"NJ City, NJ",NJ,Property Damage incident reported at NJ City. Minor damage reported.,True,False,1,,,,,,False
CLM-2026-009529,POL-2022-606,CLM-1830,William Rodriguez,Auto Collision,12495.83,10899.24,2024-02-28,2024-02-22,2024-04-13,CLOSED,"MD City, MD",MD,Auto Collision incident reported at MD City. Weather-related incident.,False,True,0,HKFKH7SNXUM08LT07,Mercedes,E-Class,2015.0,CQB976,False
CLM-2026-009530,POL-2020-485,CLM-1411,Nancy Rodriguez,Property Theft,12362.19,9321.99,2024-06-28,2024-06-23,2024-07-24,CLOSED,"SC City, SC",SC,Property Theft incident reported at SC City. Significant damage to vehicle.,True,True,1,,,,,,True
CLM-2026-009531,POL-2025-087,CLM-1074,Jennifer Smith,Medical,60765.47,51484.06,2024-02-04,2024-01-26,2024-04-28,APPROVED,"Warren, MI",MI,Medical incident reported at Warren. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-009532,POL-2021-017,CLM-1320,Mark Hernandez,Vandalism,4528.89,4525.75,2025-09-10,2025-09-03,2025-12-06,APPROVED,"OR City, OR",OR,Vandalism incident reported at OR City. Minor damage reported.,False,True,0,,,,,,False
CLM-2026-009533,POL-2025-252,CLM-263,David Lee,Property Damage,36175.32,28332.17,2024-04-30,2024-04-21,2024-07-18,APPROVED,"Warren, MI",MI,Property Damage incident reported at Warren. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-009534,POL-2020-086,CLM-1312,Linda Martin,Property Theft,18380.27,17887.34,2023-11-16,2023-11-15,2023-12-13,SETTLED,"UT City, UT",UT,Property Theft incident reported at UT City. Single vehicle incident.,True,False,2,,,,,,False
CLM-2026-009535,POL-2025-567,CLM-1467,Lisa Thomas,Hail Damage,7967.37,7151.96,2024-03-17,2024-03-09,2024-04-23,APPROVED,"UT City, UT",UT,Hail Damage incident reported at UT City. Minor damage reported.,True,True,0,,,,,,False
CLM-2026-009536,POL-2025-934,CLM-846,William Jackson,Medical,19863.01,,2024-06-10,2024-06-03,,DENIED,"MO City, MO",MO,Medical incident reported at MO City. Minor damage reported.,False,True,0,,,,,,True
CLM-2026-009537,POL-2025-386,CLM-038,Jessica Anderson,Property Theft,7156.06,,2025-11-12,2025-11-05,,PENDING,"KY City, KY",KY,Property Theft incident reported at KY City. Weather-related incident.,True,False,1,,,,,,False
CLM-2026-009538,POL-2024-509,CLM-1353,Patricia Davis,Property Theft,11440.79,,2023-06-19,2023-06-18,,DENIED,"KY City, KY",KY,Property Theft incident reported at KY City. Multiple vehicles involved.,False,True,0,,,,,,False
CLM-2026-009539,POL-2020-379,CLM-308,James Anderson,Hail Damage,1802.35,1488.52,2024-03-31,2024-03-28,2024-06-20,APPROVED,"CO City, CO",CO,Hail Damage incident reported at CO City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-009540,POL-2020-194,CLM-614,Mary Gonzalez,Ruitschade,2102.54,1545.64,2023-05-28,2023-05-19,2023-08-03,APPROVED,"LA City, LA",LA,Ruitschade incident reported at LA City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-009541,POL-2022-730,CLM-1216,Linda Taylor,Hail Damage,8068.05,,2023-06-04,2023-05-28,,PENDING,"San Francisco, CA",CA,Hail Damage incident reported at San Francisco. Multiple vehicles involved.,True,True,3,,,,,,False
CLM-2026-009542,POL-2025-527,CLM-291,Margaret Lewis,Auto Accident,4130.29,3083.97,2024-04-12,2024-04-04,2024-05-22,APPROVED,"CO City, CO",CO,Auto Accident incident reported at CO City. Multiple vehicles involved.,False,False,1,CJ1KHT6Z7XZV8B1VB,Volkswagen,Tiguan,2016.0,DCW273,False
CLM-2026-009543,POL-2023-072,CLM-1055,Nancy Smith,Hail Damage,7579.02,5658.17,2023-08-04,2023-08-03,2023-10-18,SETTLED,"CO City, CO",CO,Hail Damage incident reported at CO City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-009544,POL-2022-912,CLM-500,Robert Martin,Personal Injury,133388.63,95820.03,2025-03-31,2025-03-20,2025-06-26,APPROVED,"Grand Rapids, MI",MI,Personal Injury incident reported at Grand Rapids. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-009545,POL-2020-692,CLM-937,Christopher Garcia,Comprehensive,11416.02,10781.7,2025-08-30,2025-08-23,2025-09-09,APPROVED,"MN City, MN",MN,Comprehensive incident reported at MN City. Weather-related incident.,True,True,1,,,,,,True
CLM-2026-009546,POL-2020-065,CLM-1554,Barbara Lewis,Property Theft,19981.64,18395.03,2025-10-28,2025-10-21,2025-12-18,SETTLED,"Jacksonville, FL",FL,Property Theft incident reported at Jacksonville. Weather-related incident.,True,True,3,,,,,,False
CLM-2026-009547,POL-2025-484,CLM-158,Robert Jackson,Vandalism,7346.33,,2025-06-04,2025-05-24,,PENDING,"Macon, GA",GA,Vandalism incident reported at Macon. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-009548,POL-2022-822,CLM-1661,Matthew Ramirez,Comprehensive,1359.45,,2025-07-15,2025-07-02,,UNDER_REVIEW,"Columbus, GA",GA,Comprehensive incident reported at Columbus. Minor damage reported.,True,False,2,,,,,,False
CLM-2026-009549,POL-2023-431,CLM-1189,Betty Robinson,Comprehensive,14119.04,10547.63,2024-08-17,2024-08-14,2024-11-07,CLOSED,"VA City, VA",VA,Comprehensive incident reported at VA City. Weather-related incident.,True,True,1,,,,,,False
CLM-2026-009550,POL-2024-680,CLM-835,Linda Ramirez,Property Damage,18208.68,18039.16,2024-02-26,2024-02-13,2024-05-08,SETTLED,"Fort Lauderdale, FL",FL,Property Damage incident reported at Fort Lauderdale. Parking lot incident.,False,True,3,,,,,,True
CLM-2026-009551,POL-2021-523,CLM-1000,Margaret Sanchez,Vandalism,5330.09,4448.49,2025-06-21,2025-06-18,2025-08-10,SETTLED,"VA City, VA",VA,Vandalism incident reported at VA City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-009552,POL-2020-226,CLM-306,Matthew Wilson,Medical,33774.92,29451.99,2026-01-05,2025-12-25,2026-04-01,SETTLED,"OR City, OR",OR,Medical incident reported at OR City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-009553,POL-2021-038,CLM-634,Mark Taylor,Auto Theft,39436.13,,2023-04-09,2023-04-04,,PENDING,"MD City, MD",MD,Auto Theft incident reported at MD City. Weather-related incident.,True,True,0,0NDVNG3EPRG8GUAPF,Honda,Civic,2015.0,ZER984,True
CLM-2026-009554,POL-2022-814,CLM-951,Daniel Garcia,Fire Damage,137085.61,,2024-09-11,2024-09-08,,PENDING,"UT City, UT",UT,Fire Damage incident reported at UT City. Significant damage to vehicle.,True,True,2,,,,,,False
CLM-2026-009555,POL-2021-732,CLM-206,Elizabeth Anderson,Water Damage,28432.3,22154.28,2025-09-21,2025-09-08,2025-11-06,CLOSED,"AL City, AL",AL,Water Damage incident reported at AL City. Single vehicle incident.,True,True,2,,,,,,False
CLM-2026-009556,POL-2023-572,CLM-1493,Linda Gonzalez,Fire Damage,75180.64,60924.36,2025-05-08,2025-05-04,2025-05-29,APPROVED,"AL City, AL",AL,Fire Damage incident reported at AL City. Parking lot incident.,False,True,0,,,,,,False
CLM-2026-009557,POL-2022-976,CLM-1089,Robert Jackson,Ruitschade,1436.53,1307.54,2025-06-11,2025-05-30,2025-06-25,APPROVED,"SC City, SC",SC,Ruitschade incident reported at SC City. Weather-related incident.,False,True,0,,,,,,False
CLM-2026-009558,POL-2020-078,CLM-734,John Smith,Hail Damage,6299.45,,2025-06-18,2025-06-11,,DENIED,"Albany, NY",NY,Hail Damage incident reported at Albany. Weather-related incident.,False,True,2,,,,,,True
CLM-2026-009559,POL-2022-243,CLM-101,Elizabeth Gonzalez,Personal Injury,132872.22,110095.32,2023-07-28,2023-07-23,2023-09-30,SETTLED,"OK City, OK",OK,Personal Injury incident reported at OK City. Single vehicle incident.,True,True,0,,,,,,True
CLM-2026-009560,POL-2021-930,CLM-530,Mary Sanchez,Personal Injury,133367.53,112362.93,2023-11-14,2023-11-05,2023-12-10,CLOSED,"SC City, SC",SC,Personal Injury incident reported at SC City. Minor damage reported.,True,True,1,,,,,,True
CLM-2026-009561,POL-2024-736,CLM-1251,Anthony Ramirez,Hail Damage,14883.15,,2025-08-23,2025-08-09,,PENDING,"TN City, TN",TN,Hail Damage incident reported at TN City. Significant damage to vehicle.,False,True,3,,,,,,False
CLM-2026-009562,POL-2021-379,CLM-1547,Jennifer Jones,Fire Damage,93683.02,70814.64,2024-01-23,2024-01-20,2024-02-10,CLOSED,"Los Angeles, CA",CA,Fire Damage incident reported at Los Angeles. Parking lot incident.,False,True,1,,,,,,True
CLM-2026-009563,POL-2024-526,CLM-776,John Robinson,Auto Accident,24076.39,20457.63,2023-10-02,2023-09-19,2023-10-25,APPROVED,"MA City, MA",MA,Auto Accident incident reported at MA City. Parking lot incident.,True,False,0,5M46AE7DKDJ38B2LH,Chevrolet,Camaro,2015.0,DKG219,True
CLM-2026-009564,POL-2022-270,CLM-672,Robert Miller,Water Damage,6512.02,,2023-06-15,2023-06-02,,PENDING,"CT City, CT",CT,Water Damage incident reported at CT City. Significant damage to vehicle.,True,False,1,,,,,,False
CLM-2026-009565,POL-2022-630,CLM-215,John Harris,Property Damage,14822.18,10447.6,2023-07-13,2023-07-07,2023-07-24,APPROVED,"TN City, TN",TN,Property Damage incident reported at TN City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-009566,POL-2021-230,CLM-1178,Patricia Jackson,Property Damage,5714.49,4078.45,2024-01-09,2023-12-26,2024-02-27,CLOSED,"MN City, MN",MN,Property Damage incident reported at MN City. Single vehicle incident.,False,True,0,,,,,,False
CLM-2026-009567,POL-2020-589,CLM-1125,Linda Thompson,Auto Accident,5114.52,3740.32,2025-11-14,2025-11-05,2026-01-09,APPROVED,"WI City, WI",WI,Auto Accident incident reported at WI City. Minor damage reported.,True,True,0,RNMV5GANJMEPPXASX,Honda,Odyssey,2020.0,OEK786,False
CLM-2026-009568,POL-2024-601,CLM-1265,Richard Martin,Property Damage,43568.78,40108.52,2023-06-17,2023-06-17,2023-08-23,CLOSED,"Chicago, IL",IL,Property Damage incident reported at Chicago. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-009569,POL-2022-433,CLM-069,Anthony Martin,Property Damage,30246.23,23708.52,2024-10-01,2024-09-21,2024-11-30,CLOSED,"WI City, WI",WI,Property Damage incident reported at WI City. Weather-related incident.,True,True,3,,,,,,False
CLM-2026-009570,POL-2022-843,CLM-382,Jessica Perez,Fire Damage,37998.11,32327.62,2023-11-26,2023-11-19,2024-01-09,SETTLED,"MO City, MO",MO,Fire Damage incident reported at MO City. Single vehicle incident.,False,True,0,,,,,,False
CLM-2026-009571,POL-2020-341,CLM-1611,James Hernandez,Vandalism,1422.94,,2024-11-11,2024-11-03,,DENIED,"Miami, FL",FL,Vandalism incident reported at Miami. Single vehicle incident.,False,True,2,,,,,,False
CLM-2026-009572,POL-2025-288,CLM-1262,Nancy Lewis,Auto Collision,9114.76,,2024-12-22,2024-12-15,,PENDING,"CT City, CT",CT,Auto Collision incident reported at CT City. Significant damage to vehicle.,True,True,1,1330KYWH0GWRU18Z0,Toyota,Highlander,2019.0,HLM519,False
CLM-2026-009573,POL-2022-644,CLM-880,Mark Brown,Property Theft,12454.27,9601.48,2024-12-01,2024-11-25,2024-12-12,APPROVED,"Savannah, GA",GA,Property Theft incident reported at Savannah. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-009574,POL-2024-132,CLM-215,John Harris,Comprehensive,8344.34,8145.86,2025-10-25,2025-10-21,2026-01-18,APPROVED,"TN City, TN",TN,Comprehensive incident reported at TN City. Single vehicle incident.,True,True,3,,,,,,False
CLM-2026-009575,POL-2020-504,CLM-470,Mary White,Hail Damage,1395.98,,2025-10-29,2025-10-23,,UNDER_REVIEW,"Tampa, FL",FL,Hail Damage incident reported at Tampa. Multiple vehicles involved.,True,True,2,,,,,,False
CLM-2026-009576,POL-2021-937,CLM-1605,James Sanchez,Auto Collision,23375.61,20329.1,2024-06-25,2024-06-19,2024-09-18,CLOSED,"WA City, WA",WA,Auto Collision incident reported at WA City. Significant damage to vehicle.,True,True,3,G13XYUJNULJF22UZN,Kia,Sorento,2018.0,UGD104,False
CLM-2026-009577,POL-2020-320,CLM-591,Matthew Perez,Auto Collision,7220.25,,2023-05-19,2023-05-17,,DENIED,"OK City, OK",OK,Auto Collision incident reported at OK City. Single vehicle incident.,False,True,0,KVD5FCEBMBW7F09YX,Kia,Telluride,2018.0,EZI429,False
CLM-2026-009578,POL-2023-785,CLM-1933,Lisa Sanchez,Hail Damage,2004.19,1412.38,2025-04-04,2025-03-22,2025-05-25,APPROVED,"TN City, TN",TN,Hail Damage incident reported at TN City. Single vehicle incident.,True,False,2,,,,,,False
CLM-2026-009579,POL-2023-330,CLM-523,Lisa Smith,Vandalism,3336.68,2976.05,2025-04-04,2025-03-31,2025-04-19,APPROVED,"AZ City, AZ",AZ,Vandalism incident reported at AZ City. Weather-related incident.,True,False,1,,,,,,False
CLM-2026-009580,POL-2025-435,CLM-1808,Nancy Wilson,Auto Collision,24319.09,22275.82,2023-02-21,2023-02-21,2023-04-05,APPROVED,"Macon, GA",GA,Auto Collision incident reported at Macon. Parking lot incident.,True,True,2,1V4K3VK19KW648LKL,Volkswagen,Passat,2025.0,FHY286,False
CLM-2026-009581,POL-2024-957,CLM-192,Robert Jones,Fire Damage,94626.48,93524.0,2023-07-13,2023-07-06,2023-09-09,CLOSED,"MD City, MD",MD,Fire Damage incident reported at MD City. Single vehicle incident.,True,True,3,,,,,,True
CLM-2026-009582,POL-2021-533,CLM-1204,Joseph Hernandez,Comprehensive,1210.41,,2023-03-14,2023-03-06,,PENDING,"Savannah, GA",GA,Comprehensive incident reported at Savannah. Single vehicle incident.,False,True,0,,,,,,False
CLM-2026-009583,POL-2025-632,CLM-1553,Matthew Hernandez,Ruitschade,491.55,,2025-05-28,2025-05-22,,PENDING,"AL City, AL",AL,Ruitschade incident reported at AL City. Single vehicle incident.,False,True,3,,,,,,True
CLM-2026-009584,POL-2021-703,CLM-268,Sarah Wilson,Comprehensive,871.34,870.56,2024-09-20,2024-09-07,2024-11-15,APPROVED,"WA City, WA",WA,Comprehensive incident reported at WA City. Weather-related incident.,True,False,0,,,,,,False
CLM-2026-009585,POL-2022-543,CLM-1628,Richard Jackson,Auto Collision,7177.79,5223.82,2025-06-17,2025-06-08,2025-07-07,SETTLED,"San Diego, CA",CA,Auto Collision incident reported at San Diego. Minor damage reported.,False,True,0,LGW1Z65X532B8BGE2,Toyota,Prius,2015.0,CMA444,False
CLM-2026-009586,POL-2024-314,CLM-381,Patricia Gonzalez,Property Theft,27055.54,,2025-04-17,2025-04-11,,UNDER_REVIEW,"MA City, MA",MA,Property Theft incident reported at MA City. Parking lot incident.,False,True,1,,,,,,False
CLM-2026-009587,POL-2023-340,CLM-1330,William White,Auto Accident,12977.74,10964.89,2023-06-29,2023-06-16,2023-07-12,APPROVED,"Orlando, FL",FL,Auto Accident incident reported at Orlando. Multiple vehicles involved.,True,True,1,JEAXB6BSC24EHECP9,Ford,F-150,2017.0,REB495,False
CLM-2026-009588,POL-2020-576,CLM-1102,Anthony Smith,Property Theft,18382.5,15843.72,2024-11-04,2024-10-26,2024-11-23,APPROVED,"MA City, MA",MA,Property Theft incident reported at MA City. Single vehicle incident.,True,False,2,,,,,,False
CLM-2026-009589,POL-2022-542,CLM-480,Michael Jones,Auto Accident,10999.58,,2024-10-09,2024-09-29,,UNDER_REVIEW,"WA City, WA",WA,Auto Accident incident reported at WA City. Significant damage to vehicle.,True,True,1,XBHEH41KZALX8TGBM,Volkswagen,Golf,2016.0,WHU930,False
CLM-2026-009590,POL-2020-393,CLM-1734,William Anderson,Vandalism,8351.22,6010.75,2023-02-17,2023-02-04,2023-03-16,CLOSED,"Sterling Heights, MI",MI,Vandalism incident reported at Sterling Heights. Parking lot incident.,True,True,0,,,,,,False
CLM-2026-009591,POL-2020-367,CLM-1995,Margaret Martinez,Auto Collision,20430.47,15701.97,2023-04-11,2023-03-29,2023-06-27,APPROVED,"MN City, MN",MN,Auto Collision incident reported at MN City. Significant damage to vehicle.,True,False,0,YSNE1RM7XTV4SFBPP,Hyundai,Elantra,2017.0,KFK482,False
CLM-2026-009592,POL-2021-160,CLM-739,Mark Lopez,Auto Theft,17416.95,14363.32,2023-10-29,2023-10-20,2023-11-25,APPROVED,"LA City, LA",LA,Auto Theft incident reported at LA City. Multiple vehicles involved.,False,True,0,4L4K2CLHBBGKNEL97,BMW,X5,2024.0,KJT403,False
CLM-2026-009593,POL-2022-750,CLM-508,William Ramirez,Vandalism,7058.0,,2024-04-22,2024-04-20,,PENDING,"LA City, LA",LA,Vandalism incident reported at LA City. Single vehicle incident.,True,False,0,,,,,,False
CLM-2026-009594,POL-2023-201,CLM-890,Patricia Sanchez,Hail Damage,8442.19,,2023-09-01,2023-08-19,,PENDING,"SC City, SC",SC,Hail Damage incident reported at SC City. Single vehicle incident.,False,False,2,,,,,,False
CLM-2026-009595,POL-2025-260,CLM-046,Susan Hernandez,Personal Injury,82779.2,,2025-09-09,2025-08-27,,UNDER_REVIEW,"NJ City, NJ",NJ,Personal Injury incident reported at NJ City. Multiple vehicles involved.,True,True,0,,,,,,False
CLM-2026-009596,POL-2020-292,CLM-1436,Mark Clark,Liability,95794.34,71791.19,2023-09-19,2023-09-07,2023-12-16,APPROVED,"MA City, MA",MA,Liability incident reported at MA City. Significant damage to vehicle.,False,True,2,,,,,,True
CLM-2026-009597,POL-2025-172,CLM-1505,Christopher Harris,Property Theft,15649.62,15568.86,2024-01-30,2024-01-20,2024-04-25,APPROVED,"CT City, CT",CT,Property Theft incident reported at CT City. Weather-related incident.,False,False,0,,,,,,False
CLM-2026-009598,POL-2022-813,CLM-1984,John Brown,Auto Collision,22370.02,,2024-01-01,2023-12-26,,PENDING,"MD City, MD",MD,Auto Collision incident reported at MD City. Minor damage reported.,True,True,1,UZ0YN6JBHZ289XZ30,Toyota,Highlander,2020.0,DJQ629,False
CLM-2026-009599,POL-2023-502,CLM-418,Lisa Miller,Auto Theft,17609.71,14045.3,2025-10-15,2025-10-09,2025-12-24,APPROVED,"TN City, TN",TN,Auto Theft incident reported at TN City. Parking lot incident.,True,True,1,4RML8ES2N6BLV1CK5,Chevrolet,Tahoe,2022.0,QUC370,False
CLM-2026-009600,POL-2025-963,CLM-296,Karen Martin,Comprehensive,4410.52,,2023-07-24,2023-07-15,,UNDER_REVIEW,"Winston-Salem, NC",NC,Comprehensive incident reported at Winston-Salem. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-009601,POL-2024-147,CLM-1669,Charles Jones,Personal Injury,35030.84,25830.61,2023-09-21,2023-09-18,2023-10-21,APPROVED,"VA City, VA",VA,Personal Injury incident reported at VA City. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-009602,POL-2025-588,CLM-933,Joseph Harris,Ruitschade,2204.72,,2025-04-16,2025-04-04,,PENDING,"WI City, WI",WI,Ruitschade incident reported at WI City. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-009603,POL-2025-993,CLM-363,Margaret Anderson,Vandalism,1806.36,1484.39,2025-05-26,2025-05-12,2025-07-11,APPROVED,"MN City, MN",MN,Vandalism incident reported at MN City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-009604,POL-2022-873,CLM-175,Linda Jones,Comprehensive,11992.35,,2023-11-29,2023-11-15,,DENIED,"Toledo, OH",OH,Comprehensive incident reported at Toledo. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-009605,POL-2025-147,CLM-145,Joseph Hernandez,Property Theft,14157.17,12778.89,2023-11-16,2023-11-14,2024-01-24,APPROVED,"Tampa, FL",FL,Property Theft incident reported at Tampa. Parking lot incident.,True,True,0,,,,,,False
CLM-2026-009606,POL-2025-811,CLM-885,Nancy Harris,Property Damage,49067.42,46099.22,2023-10-27,2023-10-13,2023-12-30,APPROVED,"SC City, SC",SC,Property Damage incident reported at SC City. Single vehicle incident.,True,True,3,,,,,,False
CLM-2026-009607,POL-2024-969,CLM-1518,David Smith,Auto Theft,31289.76,,2023-02-05,2023-01-30,,PENDING,"CO City, CO",CO,Auto Theft incident reported at CO City. Weather-related incident.,False,True,0,3BP1A0VSF4SAV15AT,Ford,Explorer,2021.0,ECA645,False
